epoch,step,train_loss,train_r2,train_racc,valid_loss,valid_r2,valid_racc
0,9,0.9603354215031517,,0.6078839669021492,,,
0,19,0.2568571471931723,,0.8437010264894533,,,
0,29,0.40039816166114317,,0.785675958458826,,,
0,39,0.33294702658342906,,0.8349509154942548,,,
0,49,0.2947813080322388,,0.826338594822892,,,
0,59,0.23826536557614628,,0.8523179156897224,,,
0,69,0.2457717682100058,,0.8488107435927491,,,
0,79,0.23970574993115507,,0.854114635838805,,,
0,89,0.2646235057130262,,0.8563304566647683,,,
0,99,0.2542787009214241,,0.8391810947872489,,,
0,109,0.16755829003895506,,0.8904933265506108,,,
0,119,0.12501549137261542,,0.9134983245944865,,,
0,129,0.20129338456690898,,0.8805685999202673,,,
0,139,0.2614704324839259,,0.8456629848055471,,,
0,149,0.10802971874501455,,0.9183244299944315,,,
0,159,0.1059560080717426,,0.9178656421462509,,,
0,169,0.10014069983930246,,0.9258115842207292,,,
0,179,0.1395409295510025,,0.8985057291270138,,,
0,189,0.21075194992124036,,0.8710731188200902,,,
0,199,0.19126613829579878,,0.8767680563032627,,,
0,209,0.2071313829467103,,0.8681840400307257,,,
0,219,0.15407622317084618,,0.8904436966926556,,,
0,229,0.13875999343213088,,0.9052443767802041,,,
0,239,0.09242392625450438,,0.93099348493373,,,
0,249,0.12840122923508257,,0.9111593728885055,,,
0,259,0.12576465951885066,,0.9106497931093952,,,
0,269,0.12306500985343766,,0.9220861818154003,,,
0,279,0.1252545889658211,,0.9098978058617806,,,
0,289,0.10994838977026715,,0.9212512223955209,,,
0,299,0.13652661201841443,,0.900717439077725,,,
0,309,0.16116214359345105,,0.8921142330166892,,,
0,319,0.15644628059423277,,0.8894745258562198,,,
0,329,0.1585631198190186,,0.892894554648235,,,
0,339,0.16246297747581365,,0.8903604766928426,,,
0,349,0.24124097617367934,,0.8470495726878398,,,
0,359,0.18724017567083995,,0.8823954041037604,,,
0,369,0.17983092935955525,,0.8776617512350605,,,
0,374,,,,0.19463993608951569,-0.11104115098714828,0.8747197389602661
0,374,0.20555226504802704,-0.4358574151992798,0.8615888953208923,,,
1,379,0.18011720863624148,,0.8819528270826161,,,
1,389,0.12678161747520017,,0.9065529557693506,,,
1,399,0.16749235157386225,,0.8882558361984023,,,
1,409,0.15550025772997933,,0.8957446787123368,,,
1,419,0.11572112975603974,,0.9158618963523725,,,
1,429,0.12664404642960292,,0.9101930497579764,,,
1,439,0.12506712994471156,,0.9098636602773984,,,
1,449,0.16547800586384262,,0.8837207015864899,,,
1,459,0.14543978253905696,,0.8967006326452872,,,
1,469,0.1782791722919265,,0.8768338525371852,,,
1,479,0.1507453551491738,,0.9006370526747168,,,
1,489,0.12604002031962586,,0.9102899063047822,,,
1,499,0.16432864132681205,,0.8831878055287438,,,
1,509,0.2818969559339046,,0.8295101074449648,,,
1,519,0.10946925303703334,,0.9212589664645842,,,
1,529,0.21491116944041672,,0.8692619799349074,,,
1,539,0.15507962186935986,,0.8935700283150806,,,
1,549,0.171376121728637,,0.8789586369557497,,,
1,559,0.21069543427455387,,0.8653109349554109,,,
1,569,0.1828776604433746,,0.8763689631509168,,,
1,579,0.16286749766918696,,0.8871657266934341,,,
1,589,0.12116448419542544,,0.913130200772642,,,
1,599,0.1640858203995744,,0.8897916722659753,,,
1,609,0.09243446211628023,,0.9297302377662647,,,
1,619,0.1028005563419205,,0.9244516563784575,,,
1,629,0.2261353851920683,,0.8730538283587894,,,
1,639,0.12466693459479151,,0.9072002814299314,,,
1,649,0.1740272754275864,,0.8854387916937888,,,
1,659,0.14508838789794895,,0.8992099917850622,,,
1,669,0.11472397074263152,,0.9206721948407521,,,
1,679,0.11643322631092562,,0.9125641011502419,,,
1,689,0.1456232790760723,,0.9046515470422873,,,
1,699,0.13858620946932415,,0.9077708989416606,,,
1,709,0.19465571590082256,,0.875165147402228,,,
1,719,0.14941537360305873,,0.8976538283489297,,,
1,729,0.1644156484945845,,0.8891736791799907,,,
1,739,0.14588202901627745,,0.9075694332230035,,,
1,749,0.12593243709004462,,0.9093390093054449,,,
1,749,,,,0.1402697116136551,0.3163350224494934,0.9024118781089783
1,749,0.12593244016170502,0.21555152535438538,0.8933169841766357,,,
2,759,0.1182545682924826,,0.9164116520295355,,,
2,769,0.10395865700429678,,0.9236637355115647,,,
2,779,0.11509880125662172,,0.9166880084776154,,,
2,789,0.19127160676319183,,0.8760925903394122,,,
2,799,0.12131102883546081,,0.9123989501010592,,,
2,809,0.1600749942481857,,0.888671817318928,,,
2,819,0.10708961029225735,,0.9172853091644628,,,
2,829,0.07793148710980871,,0.9386056681973076,,,
2,839,0.1211100896945825,,0.9133660553423602,,,
2,849,0.17653169898924198,,0.8808385771742769,,,
2,859,0.10588424127606857,,0.9225145278272228,,,
2,869,0.19123821572362548,,0.8721680825001725,,,
2,879,0.13398661692975047,,0.9041168062869355,,,
2,889,0.14578655445760808,,0.9021897295785841,,,
2,899,0.12087967906917278,,0.9147508008422974,,,
2,909,0.18715250931623018,,0.8731658960057196,,,
2,919,0.18418101320908395,,0.873036428972661,,,
2,929,0.08271331846738961,,0.9395042998350669,,,
2,939,0.12316992729212656,,0.9106889432383196,,,
2,949,0.12367615343577502,,0.9064047280873093,,,
2,959,0.2136929786448048,,0.8761268025351183,,,
2,969,0.19405166403162744,,0.876187471081024,,,
2,979,0.16554627388917914,,0.8920260307109245,,,
2,989,0.2393591653722988,,0.8594043702844565,,,
2,999,0.1643822778332133,,0.8876378054373733,,,
2,1009,0.13915884183835178,,0.9005624285472609,,,
2,1019,0.18937597920049548,,0.8792097215131621,,,
2,1029,0.12291399182575727,,0.907744461130873,,,
2,1039,0.08987749226158169,,0.9311419213451794,,,
2,1049,0.09017707936388134,,0.9294172651961307,,,
2,1059,0.16927434990834905,,0.8854990489606824,,,
2,1069,0.10925123186763959,,0.9199970071073447,,,
2,1079,0.14799559464344453,,0.8995965350697809,,,
2,1089,0.14721612209242432,,0.895886376952735,,,
2,1099,0.115584993027018,,0.913778264197373,,,
2,1109,0.13382275970431115,,0.9019340489616738,,,
2,1119,0.13807168609622722,,0.9040700474092476,,,
2,1124,,,,0.15205219388008118,0.22787830233573914,0.8961513042449951
2,1124,0.14215320348739624,0.3284071385860443,0.9010079503059387,,,
3,1129,0.13657913332854157,,0.9037120278019493,,,
3,1139,0.1380988784732478,,0.900941634489763,,,
3,1149,0.10103700979335659,,0.9232222950869353,,,
3,1159,0.12415228687325733,,0.9123761552760256,,,
3,1169,0.1575528386001001,,0.8918154362641344,,,
3,1179,0.17583613614301197,,0.8815273515810477,,,
3,1189,0.13913313250362513,,0.8997682648423676,,,
