epoch,step,test_acc_2,test_acc_7,test_corr,test_f1_2,test_f1_7,test_mae,train_acc_2,train_acc_7,train_corr,train_f1_2,train_f1_7,train_loss,train_mae,valid_acc_2,valid_acc_7,valid_corr,valid_f1_2,valid_f1_7,valid_loss,valid_mae
0,9,,,,,,,,,,,,3.4055950010650777,0.6975718967150897,,,,,,,
0,19,,,,,,,,,,,,4.969633230811514,1.033237287774682,,,,,,,
0,29,,,,,,,,,,,,3.0051706006650165,0.6060365394223481,,,,,,,
0,39,,,,,,,,,,,,3.4326492142935354,0.7125933426432312,,,,,,,
0,49,,,,,,,,,,,,3.269306039316996,0.7212773030623794,,,,,,,
0,59,,,,,,,,,,,,5.1820136801392955,0.9360689832828939,,,,,,,
0,69,,,,,,,,,,,,1.7913267739662457,0.5132960092741996,,,,,,,
0,79,,,,,,,,,,,,2.8519247230197453,0.630286181345582,,,,,,,
0,89,,,,,,,,,,,,6.2352441086479224,0.9411912902723998,,,,,,,
0,99,,,,,,,,,,,,0.5863376077856886,0.23493670765310526,,,,,,,
0,109,,,,,,,,,,,,4.572176900816489,0.9510760083794594,,,,,,,
0,119,,,,,,,,,,,,3.6351341633780527,0.8132970640435815,,,,,,,
0,129,,,,,,,,,,,,1.8431730581638623,0.49963533505797386,,,,,,,
0,139,,,,,,,,,,,,4.702433918917286,0.8423246708698571,,,,,,,
0,149,,,,,,,,,,,,2.8428194507417186,0.6044909975025803,,,,,,,
0,159,,,,,,,,,,,,5.2230926660865835,0.9181497874669731,,,,,,,
0,169,,,,,,,,,,,,5.274710556722761,0.9543758661020547,,,,,,,
0,179,,,,,,,,,,,,3.8277008868973685,0.6729992474429309,,,,,,,
0,189,,,,,,,,,,,,6.999312662854333,1.1949366377666593,,,,,,,
0,199,,,,,,,,,,,,7.865974742953541,1.2645362387411296,,,,,,,
0,209,,,,,,,,,,,,4.653455887263677,0.8419801311101764,,,,,,,
0,219,,,,,,,,,,,,2.609827461691922,0.6899256319738925,,,,,,,
0,229,,,,,,,,,,,,3.6560632671082978,0.8054986894130707,,,,,,,
0,239,,,,,,,,,,,,3.4273974921683816,0.7467476259917021,,,,,,,
0,249,,,,,,,,,,,,3.436152225997045,0.7241388726979494,,,,,,,
0,259,,,,,,,,,,,,2.9609715081702896,0.597256398294121,,,,,,,
0,269,,,,,,,,,,,,2.734098258674879,0.6528631905093789,,,,,,,
0,279,,,,,,,,,,,,4.127634806788505,0.7177491472102702,,,,,,,
0,289,,,,,,,,,,,,4.730956431961552,0.9015854045283049,,,,,,,
0,299,,,,,,,,,,,,2.365482372578693,0.5652621514163911,,,,,,,
0,309,,,,,,,,,,,,2.413387287855278,0.6573583167046309,,,,,,,
0,319,,,,,,,,,,,,3.2421737595914504,0.7755045725498348,,,,,,,
0,329,,,,,,,,,,,,5.185643807477749,0.9157704331446439,,,,,,,
0,339,,,,,,,,,,,,3.580768255353869,0.7627636063843966,,,,,,,
0,349,,,,,,,,,,,,3.8300019076227976,0.7558058621361852,,,,,,,
0,359,,,,,,,,,,,,2.46078661361895,0.5650437283329666,,,,,,,
0,369,,,,,,,,,,,,5.062608999907101,0.9452376419212669,,,,,,,
0,379,,,,,,,,,,,,5.072173375302238,0.8863616734743118,,,,,,,
0,389,,,,,,,,,,,,2.433324526780286,0.6192192984744906,,,,,,,
0,399,,,,,,,,,,,,3.618421275489396,0.7712513762526214,,,,,,,
0,409,,,,,,,,,,,,3.9018294781032408,0.8470878873486072,,,,,,,
0,419,,,,,,,,,,,,6.301982068279084,1.070222737500444,,,,,,,
0,429,,,,,,,,,,,,2.540591251883448,0.5493186004459858,,,,,,,
0,439,,,,,,,,,,,,2.7746406063814995,0.6685476596467197,,,,,,,
0,449,,,,,,,,,,,,1.2038235744522852,0.45463092997670174,,,,,,,
0,459,,,,,,,,,,,,6.193593301513915,1.165672400733456,,,,,,,
0,469,,,,,,,,,,,,2.25246694837755,0.6155923025216907,,,,,,,
0,479,,,,,,,,,,,,4.710542064661714,0.861482116393745,,,,,,,
0,489,,,,,,,,,,,,1.9404780590168174,0.5945687626954168,,,,,,,
0,499,,,,,,,,,,,,3.882838888164616,0.7980216471478343,,,,,,,
0,509,,,,,,,,,,,,4.408865790239831,0.9465875180903822,,,,,,,
0,519,,,,,,,,,,,,3.909684020107391,0.7865374919492751,,,,,,,
0,529,,,,,,,,,,,,1.8817517636309566,0.5686770873144269,,,,,,,
0,539,,,,,,,,,,,,3.202431011383843,0.7159707108512521,,,,,,,
0,549,,,,,,,,,,,,3.5195006151412374,0.7491908734664321,,,,,,,
0,559,,,,,,,,,,,,3.012021054744194,0.7162645277567208,,,,,,,
0,569,,,,,,,,,,,,3.789005099785756,0.8142274878919125,,,,,,,
0,579,,,,,,,,,,,,2.5516529551508116,0.674946412909776,,,,,,,
0,589,,,,,,,,,,,,2.7836683662866917,0.7209326548036188,,,,,,,
