epoch,step,test_r2,test_racc,train_loss,train_r2,train_racc,valid_loss,valid_r2,valid_racc
0,9,,,0.7356631313713557,,0.6710603659793926,,,
0,19,,,0.3946674602256308,,0.8006277450982663,,,
0,29,,,0.2900982807860151,,0.8332360748295385,,,
0,39,,,0.31347777158353507,,0.8239213807490611,,,
0,49,,,0.34236494359560454,,0.8118018547004269,,,
0,59,,,0.20976251329016457,,0.8674504569767725,,,
0,69,,,0.22166395646645876,,0.8619456870220055,,,
0,79,,,0.21780930252441383,,0.8645986338645733,,,
0,89,,,0.19076918420921563,,0.876998553916314,,,
0,99,,,0.1977816832243309,,0.8730531851489769,,,
0,109,,,0.21180152906871683,,0.8643022614865938,,,
0,119,,,0.18311715286151237,,0.8791227764015462,,,
0,129,,,0.21621579825520143,,0.8644081789845915,,,
0,139,,,0.17560068834766945,,0.8794046425179133,,,
0,149,,,0.2076511810443128,,0.8654113408777865,,,
0,159,,,0.20282624406847632,,0.873487172755294,,,
0,169,,,0.14095014243838871,,0.9022265261231794,,,
0,179,,,0.14512303973841761,,0.9001480205278303,,,
0,189,,,0.20263129881737055,,0.8713193928397345,,,
0,199,,,0.29028895587524917,,0.8313522652704437,,,
0,209,,,0.1999797471898528,,0.8673019258764623,,,
0,219,,,0.17515542526404998,,0.8846256483883569,,,
0,229,,,0.18591927452222096,,0.8807295121787784,,,
0,239,,,0.1616585580292042,,0.8903723768053163,,,
0,249,,,0.15921527292490978,,0.8907214904964821,,,
0,259,,,0.18710868259021637,,0.8797962014065426,,,
0,269,,,0.14692193105882823,,0.8974040210090527,,,
0,279,,,0.2082328513297964,,0.8689063887937303,,,
0,289,,,0.17457089154354682,,0.882293299565669,,,
0,299,,,0.18390732643023477,,0.8805247653635753,,,
0,309,,,0.2029479166644984,,0.8717658502345618,,,
0,319,,,0.15114202379300806,,0.8968146843389103,,,
0,329,,,0.15570633892933844,,0.8921901262029843,,,
0,339,,,0.16809547861698837,,0.8921432086681043,,,
0,349,,,0.14994338937744028,,0.895444229238444,,,
0,359,,,0.13856619587957283,,0.9049687206438177,,,
0,369,,,0.15283676789542908,,0.8959011641171245,,,
0,374,,,,,,0.16210976243019104,0.10170505940914154,0.8914104104042053
0,374,,,0.20725728571414948,-0.4306133985519409,0.8631024956703186,,,
1,379,,,0.18825943025838587,,0.8744418149123716,,,
1,389,,,0.1520791911533312,,0.8952302221403179,,,
1,399,,,0.14357087454013812,,0.9014258994947658,,,
1,409,,,0.15005786677856325,,0.8941167016471383,,,
1,419,,,0.16764087460690713,,0.8900797760619691,,,
1,429,,,0.1896012811926127,,0.8805673004014228,,,
1,439,,,0.1420938590526598,,0.8997359671091073,,,
1,449,,,0.1368203069877907,,0.90446921593632,,,
1,459,,,0.2276216516546051,,0.8617573726613802,,,
1,469,,,0.2821335483879577,,0.8333098252253733,,,
1,479,,,0.17674765158020117,,0.8810651284031583,,,
1,489,,,0.16157691100290777,,0.889766870393116,,,
1,499,,,0.11614820819697737,,0.9151126984270075,,,
1,509,,,0.17092399634588729,,0.8869470905143152,,,
1,519,,,0.15959801050384823,,0.8929414552563073,,,
1,529,,,0.2026650174348255,,0.8692985455797546,,,
1,539,,,0.16588445435316312,,0.8873930115522338,,,
1,549,,,0.16333970984908586,,0.888925543763365,,,
1,559,,,0.1408857184453296,,0.9042867579678879,,,
1,569,,,0.17748524975370064,,0.8816385894007672,,,
1,579,,,0.13328734958580493,,0.9042952592775131,,,
1,589,,,0.21079971914829038,,0.8678250834325738,,,
1,599,,,0.22486211142493598,,0.8601950932202826,,,
1,609,,,0.18938854053880172,,0.8750485680108037,,,
1,619,,,0.16204396250070519,,0.8904636450989514,,,
1,629,,,0.19300921749796757,,0.8786141523085463,,,
1,639,,,0.16404982879452348,,0.8886203173472886,,,
1,649,,,0.1408601949632125,,0.9016777501504603,,,
1,659,,,0.20678779650719034,,0.8660079445940246,,,
1,669,,,0.158443994773978,,0.8932851295415107,,,
1,679,,,0.16604714558187345,,0.8859490604025224,,,
1,689,,,0.16723114051015964,,0.8894646656832086,,,
1,699,,,0.14140834096614296,,0.9031757138570644,,,
1,709,,,0.12214813834389343,,0.91167215202147,,,
1,719,,,0.18860568215992177,,0.8785227983004524,,,
1,729,,,0.17076204649488458,,0.884533134250455,,,
1,739,,,0.14302402523747398,,0.9045249784774718,,,
1,749,,,0.152023637493052,,0.895019289263684,,,
1,749,,,,,,0.170723095536232,0.014303050003945827,0.8870626091957092
1,749,,,0.15202364325523376,0.1178855374455452,0.888640284538269,,,
2,759,,,0.18127202617909766,,0.8828909790592713,,,
2,769,,,0.17167353454722978,,0.8834661853542586,,,
2,779,,,0.15232499793655527,,0.8932754430080906,,,
2,789,,,0.1261681476252073,,0.9102694976852188,,,
2,799,,,0.17120593325527164,,0.8857950939952985,,,
2,809,,,0.17003588877005388,,0.8887826580401228,,,
2,819,,,0.26756465647671007,,0.836202902029885,,,
2,829,,,0.1936590729079971,,0.8734400703334744,,,
2,839,,,0.17399556820857287,,0.8855892067692039,,,
2,849,,,0.1538370242157294,,0.8924609848352754,,,
2,859,,,0.1554795012852956,,0.892787603659522,,,
2,869,,,0.16836339269486333,,0.8871257111235885,,,
2,879,,,0.137059718449417,,0.9054239228169633,,,
2,889,,,0.19101639906469103,,0.8802589158121358,,,
2,899,,,0.1714745728403154,,0.8888829695045543,,,
2,909,,,0.2058017028262819,,0.8716494528042141,,,
2,919,,,0.21774443691704254,,0.8629765636579236,,,
2,929,,,0.1738603058162098,,0.8822322379895169,,,
2,939,,,0.14739194168685138,,0.8966027184786004,,,
2,949,,,0.13053779998966614,,0.9064009670044797,,,
2,959,,,0.16475416181865332,,0.8878063878593182,,,
2,969,,,0.19752042947304613,,0.8766484978218909,,,
2,979,,,0.15856770356373265,,0.8925836236595462,,,
2,989,,,0.12654387860347016,,0.9101500073072494,,,
2,999,,,0.15302384777012262,,0.8951322262208105,,,
2,1009,,,0.18192553352007135,,0.8803144214929617,,,
2,1019,,,0.12437517022093364,,0.9117309046641965,,,
2,1029,,,0.18742459309299436,,0.8774147092097437,,,
2,1039,,,0.1694833237840756,,0.8872911646581134,,,
2,1049,,,0.18266693863519287,,0.882377595281098,,,
2,1059,,,0.17592996680253842,,0.8832514409647296,,,
2,1069,,,0.1862615659594982,,0.8845595814380092,,,
2,1079,,,0.16293806412049838,,0.8884227734161729,,,
2,1089,,,0.1898069524772829,,0.8720303379344858,,,
2,1099,,,0.17392980255468313,,0.8839717618328546,,,
2,1109,,,0.18005373661230853,,0.8837142920842014,,,
2,1119,,,0.18737218199461442,,0.873787555564212,,,
2,1124,,,,,,0.15406003594398499,0.16863740980625153,0.8955225348472595
2,1124,,,0.1148807629942894,0.15164069831371307,0.8910465240478516,,,
3,1129,,,0.11496596406373119,,0.9159123060906204,,,
3,1139,,,0.1355663016476339,,0.9056340233052833,,,
3,1149,,,0.17573060009559408,,0.882743987230055,,,
3,1159,,,0.13732402850062134,,0.9029724746377981,,,
3,1169,,,0.15530800893967964,,0.8956971535405664,,,
3,1179,,,0.1809656869530997,,0.8804370257252816,,,
3,1189,,,0.15835232552502088,,0.893414319229268,,,
3,1199,,,0.13630524118793522,,0.9037197579503097,,,
3,1209,,,0.17671511057419367,,0.8842663271747258,,,
3,1219,,,0.13282527030058597,,0.9062362654718598,,,
3,1229,,,0.13907463803119302,,0.901206104599372,,,
3,1239,,,0.1652407209996564,,0.8895675076515019,,,
3,1249,,,0.15145445431440674,,0.8952864248993044,,,
3,1259,,,0.1461240541687589,,0.9006355335235772,,,
3,1269,,,0.1575912942242379,,0.8918998761638617,,,
3,1279,,,0.17032884366765366,,0.8876732748464965,,,
3,1289,,,0.15193019999861912,,0.8943879280608781,,,
3,1299,,,0.1758896302455979,,0.8848769978428612,,,
3,1309,,,0.21062327907514566,,0.8683592415804579,,,
3,1319,,,0.15408658264069003,,0.8934015898222076,,,
3,1329,,,0.15832922771264465,,0.8951297877675624,,,
3,1339,,,0.18279351744700098,,0.8799205949095894,,,
