epoch,step,test_r2,test_racc,train_loss,train_r2,train_racc,valid_loss,valid_r2,valid_racc
0,9,,,0.3307711478079417,,0.8185413576839685,,,
0,19,,,0.4273312959827311,,0.7888032986928916,,,
0,29,,,0.2811235841713559,,0.8397595356299317,,,
0,39,,,0.2856228568213802,,0.83072376400973,,,
0,49,,,0.28993069129008686,,0.8363809279287518,,,
0,59,,,0.22511049247962966,,0.8609103226880027,,,
0,69,,,0.32413461522916126,,0.8216461477436341,,,
0,79,,,0.19828661256094954,,0.8756021789627179,,,
0,89,,,0.19874070999669818,,0.8733114632214596,,,
0,99,,,0.17856090653184437,,0.8782395084057742,,,
0,109,,,0.21937676060456837,,0.8631825698075908,,,
0,119,,,0.25105479672859293,,0.84746974388889,,,
0,129,,,0.23929157950708072,,0.8514611701230244,,,
0,139,,,0.1469623689798566,,0.9003716673087108,,,
0,149,,,0.15896697868415688,,0.8927769547920235,,,
0,159,,,0.17616410433714697,,0.8804971822966614,,,
0,169,,,0.15836305074200627,,0.893256892909124,,,
0,179,,,0.17378289652116014,,0.8822479093416636,,,
0,189,,,0.19567286053037836,,0.8756216758907458,,,
0,199,,,0.21140976741583847,,0.8679860060820924,,,
0,209,,,0.18257814534342046,,0.8796463917415377,,,
0,219,,,0.16751379758831697,,0.8880106295449773,,,
0,229,,,0.2087933836099865,,0.8683399189408982,,,
0,239,,,0.18291528774069715,,0.8810736370903929,,,
0,249,,,0.2081500573563132,,0.8678582578342497,,,
0,259,,,0.15332374097720547,,0.897109979785468,,,
0,269,,,0.16964460460669237,,0.8855143184915301,,,
0,279,,,0.18507154662917097,,0.8811413185190874,,,
0,289,,,0.21927582796349177,,0.860773503981572,,,
0,299,,,0.1548019980079206,,0.8946243023710829,,,
0,309,,,0.18832143570805643,,0.8836292661847677,,,
0,319,,,0.12607053979866445,,0.9102453455057377,,,
0,329,,,0.17649377327828986,,0.8837441065284698,,,
0,339,,,0.18868200640831123,,0.8760569452938627,,,
0,349,,,0.18476991936021908,,0.8806168222251483,,,
0,359,,,0.18472027141247827,,0.8786357277385214,,,
0,369,,,0.15865997989986497,,0.894822825885441,,,
0,374,,,,,,0.1537376344203949,0.16463476419448853,0.8955961465835571
0,374,,,0.196202352643013,-0.36473289132118225,0.8675669431686401,,,
1,379,,,0.137333026333041,,0.902828884570551,,,
1,389,,,0.13234832638839028,,0.9059197570520521,,,
