epoch,step,test_acc_2,test_acc_7,test_corr,test_f1_2,test_f1_7,test_mae,train_acc_2,train_acc_7,train_corr,train_f1_2,train_f1_7,train_loss,train_mae,valid_acc_2,valid_acc_7,valid_corr,valid_f1_2,valid_f1_7,valid_loss,valid_mae
0,9,,,,,,,,,,,,3.401033711201423,0.7252255133353174,,,,,,,
0,19,,,,,,,,,,,,3.7150920465843247,0.8038578405976295,,,,,,,
0,29,,,,,,,,,,,,4.449963995509227,0.8524155707564205,,,,,,,
0,39,,,,,,,,,,,,5.371147678606159,0.8631603413959965,,,,,,,
0,49,,,,,,,,,,,,5.371291402562691,1.008058468811214,,,,,,,
0,59,,,,,,,,,,,,2.162299720977934,0.6230493576731533,,,,,,,
0,69,,,,,,,,,,,,3.257942239839678,0.7660088140983135,,,,,,,
0,79,,,,,,,,,,,,2.7033045354674528,0.6501451623626053,,,,,,,
0,89,,,,,,,,,,,,7.575308277475688,1.1719702627742663,,,,,,,
0,99,,,,,,,,,,,,3.219862250701027,0.7105292160995305,,,,,,,
0,109,,,,,,,,,,,,4.800663789179745,0.8142060125246644,,,,,,,
0,119,,,,,,,,,,,,4.337358925668433,0.9302477068267763,,,,,,,
0,129,,,,,,,,,,,,4.6211150969956005,0.9778104890137911,,,,,,,
0,139,,,,,,,,,,,,4.432332308946317,0.9020817601121962,,,,,,,
0,149,,,,,,,,,,,,3.383259645920643,0.7191431638784707,,,,,,,
0,159,,,,,,,,,,,,4.370714982787927,0.7720104195177555,,,,,,,
0,169,,,,,,,,,,,,3.1425389719873262,0.7695410680025816,,,,,,,
0,179,,,,,,,,,,,,1.5802670509871755,0.5055782424751669,,,,,,,
0,189,,,,,,,,,,,,1.39430993958418,0.5006886949995533,,,,,,,
0,199,,,,,,,,,,,,2.483996283229434,0.6003832258284092,,,,,,,
0,209,,,,,,,,,,,,3.5619961782946614,0.738541649421677,,,,,,,
0,219,,,,,,,,,,,,4.348534821193146,0.8432797708082944,,,,,,,
